FECHA,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,VALOR_DIARIO_MAG_8,VALIDACION,intensidad_total_diaria,ocupacion_media_diaria,carga_media_diaria,mes,dia_semana,VALOR_DIARIO_DIA_ANTERIOR,velocidad_viento,humedad_relativa,precipitaciones
2023-01-01,28,79,56,8,28079056_8_8,54.0,V,85985,2.171875,13.578125,1,6,,0.7,65.0,0.0
2023-01-02,28,79,56,8,28079056_8_8,50.0,V,110734,2.926418439716312,18.8082890070922,1,0,54.0,0.77,80.0,0.1
2023-01-03,28,79,56,8,28079056_8_8,50.0,V,133904,3.5260416666666665,22.161458333333336,1,1,50.0,0.74,79.0,0.0
2023-01-04,28,79,56,8,28079056_8_8,62.0,V,139541,3.703125,23.026041666666668,1,2,50.0,0.66,74.0,0.0
2023-01-05,28,79,56,8,28079056_8_8,60.0,V,141955,4.036458333333333,23.317708333333332,1,3,62.0,0.69,73.0,0.0
2023-01-06,28,79,56,8,28079056_8_8,48.0,V,96127,2.398081140350877,15.58201754385965,1,4,60.0,0.68,78.0,0.0
2023-01-07,28,79,56,8,28079056_8_8,52.0,V,104210,2.4791666666666665,16.75,1,5,48.0,0.64,92.0,1.5
2023-01-08,28,79,56,8,28079056_8_8,16.0,V,98730,2.53125,16.109375,1,6,52.0,1.97,95.0,8.2
2023-01-09,28,79,56,8,28079056_8_8,35.0,V,150362,4.645833333333334,25.328125,1,0,16.0,1.16,72.0,0.0
2023-01-10,28,79,56,8,28079056_8_8,50.0,V,152380,4.895833333333333,25.755208333333332,1,1,35.0,0.8,81.0,0.0
2023-01-11,28,79,56,8,28079056_8_8,37.0,V,147678,5.098958333333333,25.572916666666668,1,2,50.0,0.8,92.0,0.0
2023-01-12,28,79,56,8,28079056_8_8,56.0,V,151796,5.385416666666667,25.729166666666668,1,3,37.0,0.71,83.0,0.0
2023-01-13,28,79,56,8,28079056_8_8,60.0,V,160129,5.101809210526316,27.05860745614035,1,4,56.0,0.81,81.0,0.0
2023-01-14,28,79,56,8,28079056_8_8,56.0,V,131168,3.375,21.020833333333336,1,5,60.0,0.69,86.0,0.0
2023-01-15,28,79,56,8,28079056_8_8,20.0,V,103782,2.560581140350877,17.124287280701754,1,6,56.0,1.14,80.0,0.0
2023-01-16,28,79,56,8,28079056_8_8,17.0,V,143085,4.578125,24.5,1,0,20.0,2.27,82.0,0.1
2023-01-17,28,79,56,8,28079056_8_8,13.0,V,144568,4.916666666666667,24.916666666666664,1,1,17.0,2.58,73.0,0.5
2023-01-18,28,79,56,8,28079056_8_8,17.0,V,148697,4.869791666666666,25.302083333333336,1,2,13.0,1.76,63.0,0.1
2023-01-19,28,79,56,8,28079056_8_8,20.0,V,150137,4.96875,25.53125,1,3,17.0,1.74,69.0,0.3
2023-01-20,28,79,56,8,28079056_8_8,42.0,V,161266,4.994791666666666,27.260416666666664,1,4,20.0,1.23,69.0,0.0
2023-01-21,28,79,56,8,28079056_8_8,43.0,V,133878,3.6145833333333335,21.671875,1,5,42.0,1.14,64.0,0.0
2023-01-22,28,79,56,8,28079056_8_8,37.0,V,105981,2.479166666666667,17.34375,1,6,43.0,1.01,45.0,0.0
2023-01-23,28,79,56,8,28079056_8_8,55.0,V,145987,4.375,24.84375,1,0,37.0,0.91,61.0,0.0
2023-01-24,28,79,56,8,28079056_8_8,40.0,V,142113,4.328125,24.427083333333336,1,1,55.0,1.31,64.0,0.0
2023-01-25,28,79,56,8,28079056_8_8,42.0,V,151677,4.765625,25.75,1,2,40.0,1.08,60.0,0.0
2023-01-26,28,79,56,8,28079056_8_8,52.0,V,154865,5.380208333333333,26.692708333333336,1,3,42.0,0.89,61.0,0.0
2023-01-27,28,79,56,8,28079056_8_8,50.0,V,156699,4.671875,26.947916666666664,1,4,52.0,1.16,61.0,0.0
2023-01-28,28,79,56,8,28079056_8_8,45.0,V,122244,2.973958333333333,20.151041666666664,1,5,50.0,1.06,58.0,0.0
2023-01-29,28,79,56,8,28079056_8_8,36.0,V,112927,3.1145833333333335,18.421875,1,6,45.0,1.29,62.0,0.0
2023-01-30,28,79,56,8,28079056_8_8,52.0,V,146584,4.229166666666666,25.010416666666668,1,0,36.0,0.77,63.0,0.0
2023-01-31,28,79,56,8,28079056_8_8,76.0,V,152731,4.84375,26.010416666666664,1,1,52.0,0.69,65.0,0.0
2023-02-01,28,79,56,8,28079056_8_8,63.0,V,157138,4.927083333333333,26.510416666666664,2,2,76.0,0.89,65.0,0.0
2023-02-02,28,79,56,8,28079056_8_8,80.0,V,162567,5.432291666666667,27.416666666666668,2,3,63.0,0.69,63.0,0.0
2023-02-03,28,79,56,8,28079056_8_8,77.0,V,163039,4.901041666666667,27.416666666666664,2,4,80.0,0.73,59.0,0.0
2023-02-04,28,79,56,8,28079056_8_8,74.0,V,124823,3.0208333333333335,20.239583333333336,2,5,77.0,0.72,56.0,0.0
2023-02-05,28,79,56,8,28079056_8_8,58.0,V,109251,2.5625,17.671875,2,6,74.0,0.86,48.0,0.0
2023-02-06,28,79,56,8,28079056_8_8,46.0,V,147463,4.442708333333334,24.958333333333332,2,0,58.0,1.59,58.0,0.0
2023-02-07,28,79,56,8,28079056_8_8,46.0,V,145790,4.75,25.119791666666664,2,1,46.0,1.11,68.0,0.8
2023-02-08,28,79,56,8,28079056_8_8,42.0,V,146560,4.572916666666667,25.286458333333336,2,2,46.0,1.36,68.0,0.0
2023-02-09,28,79,56,8,28079056_8_8,54.0,V,155689,4.927083333333334,26.411458333333336,2,3,42.0,0.8,68.0,0.0
2023-02-10,28,79,56,8,28079056_8_8,51.0,V,157518,4.713541666666667,26.875,2,4,54.0,1.05,63.0,0.0
2023-02-11,28,79,56,8,28079056_8_8,37.0,V,125052,3.026041666666667,20.510416666666664,2,5,51.0,1.32,62.0,0.0
2023-02-12,28,79,56,8,28079056_8_8,32.0,V,106339,2.75,17.666666666666668,2,6,37.0,1.13,64.0,0.0
2023-02-13,28,79,56,8,28079056_8_8,45.0,V,148512,4.546875,25.078125,2,0,32.0,1.14,70.0,0.0
2023-02-14,28,79,56,8,28079056_8_8,42.0,V,148410,4.697916666666667,25.463541666666664,2,1,45.0,1.5,70.0,0.0
2023-02-15,28,79,56,8,28079056_8_8,53.0,V,158264,5.046875,26.713541666666664,2,2,42.0,1.16,65.0,0.0
2023-02-16,28,79,56,8,28079056_8_8,62.0,V,160426,4.958333333333333,27.109375,2,3,53.0,0.88,60.0,0.0
2023-02-17,28,79,56,8,28079056_8_8,72.0,V,161549,4.65625,27.369791666666668,2,4,62.0,0.98,52.0,0.0
2023-02-18,28,79,56,8,28079056_8_8,63.0,V,116063,2.8854166666666665,19.416666666666664,2,5,72.0,0.85,48.0,0.0
2023-02-19,28,79,56,8,28079056_8_8,55.0,V,105017,3.59375,17.682291666666664,2,6,63.0,0.9,55.0,0.0
2023-02-20,28,79,56,8,28079056_8_8,53.0,V,153132,4.260416666666667,25.541666666666668,2,0,55.0,0.94,50.0,0.0
2023-02-21,28,79,56,8,28079056_8_8,48.0,V,156412,4.890625,26.296875,2,1,53.0,0.86,53.0,0.0
2023-02-22,28,79,56,8,28079056_8_8,52.0,V,156046,4.713541666666667,26.119791666666664,2,2,48.0,0.8,64.0,0.0
2023-02-23,28,79,56,8,28079056_8_8,23.0,V,150592,4.776041666666666,25.739583333333332,2,3,52.0,1.44,69.0,0.0
2023-02-24,28,79,56,8,28079056_8_8,45.0,V,151815,4.473958333333333,25.8125,2,4,23.0,0.84,60.0,0.0
2023-02-25,28,79,56,8,28079056_8_8,46.0,V,118707,3.036458333333333,19.505208333333336,2,5,45.0,0.93,62.0,0.0
2023-02-26,28,79,56,8,28079056_8_8,38.0,V,105758,2.5,17.182291666666664,2,6,46.0,0.96,61.0,0.0
2023-02-27,28,79,56,8,28079056_8_8,23.0,V,138189,4.171875,23.546875,2,0,38.0,1.32,45.0,0.0
2023-02-28,28,79,56,8,28079056_8_8,43.0,V,145659,5.541666666666666,25.432291666666664,2,1,23.0,1.08,52.0,0.0
2023-03-01,28,79,56,8,28079056_8_8,40.0,V,146438,5.958333333333333,25.90625,3,2,43.0,0.99,52.0,0.0
2023-03-02,28,79,56,8,28079056_8_8,50.0,V,155335,5.979166666666667,26.8125,3,3,40.0,0.89,54.0,0.0
2023-03-03,28,79,56,8,28079056_8_8,54.0,V,162470,5.140625,27.546875,3,4,50.0,1.08,56.0,0.0
2023-03-04,28,79,56,8,28079056_8_8,46.0,V,126661,3.083333333333333,20.739583333333336,3,5,54.0,0.87,58.0,0.0
2023-03-05,28,79,56,8,28079056_8_8,48.0,V,105315,2.921875,17.59375,3,6,46.0,0.78,73.0,2.9
2023-03-06,28,79,56,8,28079056_8_8,24.0,V,141452,4.223958333333333,24.359375,3,0,48.0,1.29,80.0,0.1
2023-03-07,28,79,56,8,28079056_8_8,18.0,V,157160,4.802083333333334,26.328125,3,1,24.0,1.75,78.0,0.2
2023-03-08,28,79,56,8,28079056_8_8,18.0,V,148668,4.828125,25.697916666666664,3,2,18.0,1.76,78.0,1.2
2023-03-09,28,79,56,8,28079056_8_8,16.0,V,157084,5.223958333333333,26.682291666666668,3,3,18.0,1.71,77.0,12.1
2023-03-10,28,79,56,8,28079056_8_8,20.0,V,162083,5.094335205992509,27.569171348314605,3,4,16.0,1.6,69.0,0.0
2023-03-11,28,79,56,8,28079056_8_8,19.0,V,133521,3.4166666666666665,21.307291666666664,3,5,20.0,1.23,75.0,0.2
2023-03-12,28,79,56,8,28079056_8_8,28.0,V,119065,2.9479166666666665,18.9375,3,6,19.0,0.94,67.0,0.0
2023-03-13,28,79,56,8,28079056_8_8,24.0,V,144538,4.5075702075702075,25.239377289377288,3,0,28.0,1.67,69.0,0.0
2023-03-14,28,79,56,8,28079056_8_8,15.0,V,160739,4.942708333333333,26.791666666666664,3,1,24.0,1.35,52.0,0.0
2023-03-15,28,79,56,8,28079056_8_8,51.0,V,165096,5.4375,27.46875,3,2,15.0,0.82,54.0,0.0
2023-03-16,28,79,56,8,28079056_8_8,61.0,V,169777,5.088541666666666,28.0,3,3,51.0,0.86,53.0,0.0
2023-03-17,28,79,56,8,28079056_8_8,19.0,V,159118,4.583333333333333,26.453125,3,4,61.0,1.82,59.0,0.0
2023-03-18,28,79,56,8,28079056_8_8,15.0,V,111262,2.546875,17.963541666666668,3,5,19.0,1.25,68.0,0.0
2023-03-19,28,79,56,8,28079056_8_8,36.0,V,102587,2.5052083333333335,16.317708333333332,3,6,15.0,0.94,57.0,0.0
2023-03-20,28,79,56,8,28079056_8_8,35.0,V,98306,2.1524122807017543,15.436293859649123,3,0,36.0,0.89,53.0,0.0
2023-03-21,28,79,56,8,28079056_8_8,44.0,V,156362,4.822916666666667,26.088541666666664,3,1,35.0,0.89,52.0,0.0
2023-03-22,28,79,56,8,28079056_8_8,43.0,V,166556,5.041666666666667,27.786458333333336,3,2,44.0,1.06,50.0,0.0
2023-03-23,28,79,56,8,28079056_8_8,39.0,V,168085,5.354166666666666,28.104166666666668,3,3,43.0,1.18,48.0,0.0
2023-03-24,28,79,56,8,28079056_8_8,24.0,V,166416,5.145833333333333,28.130208333333336,3,4,39.0,1.16,68.0,0.0
2023-03-25,28,79,56,8,28079056_8_8,15.0,V,132209,3.265625,21.354166666666664,3,5,24.0,1.31,66.0,0.0
2023-03-26,28,79,56,8,28079056_8_8,11.0,V,118966,3.096774193548387,19.693548387096776,3,6,15.0,1.51,50.0,0.0
2023-03-27,28,79,56,8,28079056_8_8,39.0,V,156459,4.614583333333333,26.1875,3,0,11.0,0.97,43.0,0.0
2023-03-28,28,79,56,8,28079056_8_8,52.0,V,159466,5.057291666666667,26.666666666666664,3,1,39.0,0.83,39.0,0.0
2023-03-29,28,79,56,8,28079056_8_8,45.0,V,169414,5.583333333333333,28.213541666666664,3,2,52.0,0.97,43.0,0.0
2023-03-30,28,79,56,8,28079056_8_8,23.0,V,121449,5.758413090460019,27.857672121025008,3,3,45.0,1.63,51.0,0.0
2023-03-31,28,79,56,8,28079056_8_8,12.0,V,160333,4.609375,27.041666666666664,3,4,23.0,1.9,60.0,0.0
2023-04-01,28,79,56,8,28079056_8_8,7.0,V,114837,2.75,18.994791666666664,4,5,12.0,1.73,53.0,0.0
2023-04-02,28,79,56,8,28079056_8_8,21.0,V,101149,2.411458333333333,16.114583333333336,4,6,7.0,1.13,44.0,0.0
2023-04-03,28,79,56,8,28079056_8_8,32.0,V,128558,3.203125,21.390625,4,0,21.0,1.06,40.0,0.0
2023-04-04,28,79,56,8,28079056_8_8,31.0,V,124728,3.0058732269503547,20.79299645390071,4,1,32.0,1.88,32.0,0.0
2023-04-05,28,79,56,8,28079056_8_8,41.0,V,119890,2.8697916666666665,19.921875,4,2,31.0,1.07,27.0,0.0
2023-04-06,28,79,56,8,28079056_8_8,40.0,V,68107,1.4479166666666667,10.921875,4,3,41.0,0.89,31.0,0.0
2023-04-07,28,79,56,8,28079056_8_8,31.0,V,61848,1.2708333333333335,9.770833333333332,4,4,40.0,1.02,33.0,0.0
2023-04-08,28,79,56,8,28079056_8_8,38.0,V,82554,1.8854166666666665,12.625,4,5,31.0,0.85,37.0,0.0
2023-04-09,28,79,56,8,28079056_8_8,31.0,V,87858,1.9427083333333335,14.0,4,6,38.0,0.99,39.0,0.0
2023-04-10,28,79,56,8,28079056_8_8,43.0,V,147366,3.947916666666667,24.395833333333336,4,0,31.0,0.96,37.0,0.0
2023-04-11,28,79,56,8,28079056_8_8,28.0,V,155625,4.885416666666667,26.15625,4,1,43.0,1.19,42.0,0.0
2023-04-12,28,79,56,8,28079056_8_8,16.0,V,155462,5.619791666666667,26.71875,4,2,28.0,1.33,53.0,0.5
2023-04-13,28,79,56,8,28079056_8_8,11.0,V,148361,4.875,25.703125,4,3,16.0,1.52,45.0,0.0
2023-04-14,28,79,56,8,28079056_8_8,11.0,V,159297,5.109375,27.203125,4,4,11.0,1.63,53.0,0.0
2023-04-15,28,79,56,8,28079056_8_8,16.0,V,133714,3.458333333333333,21.895833333333336,4,5,11.0,1.35,49.0,0.0
2023-04-16,28,79,56,8,28079056_8_8,18.0,V,116461,3.0,18.984375,4,6,16.0,1.34,45.0,0.0
2023-04-17,28,79,56,8,28079056_8_8,31.0,V,152155,4.776041666666666,25.859375,4,0,18.0,1.2,33.0,0.0
2023-04-18,28,79,56,8,28079056_8_8,37.0,V,157144,5.114583333333333,26.395833333333336,4,1,31.0,1.25,39.0,0.0
2023-04-19,28,79,56,8,28079056_8_8,42.0,V,156773,5.19594298245614,26.593640350877195,4,2,37.0,1.11,46.0,0.0
2023-04-20,28,79,56,8,28079056_8_8,48.0,V,161526,5.432291666666667,27.244791666666668,4,3,42.0,0.97,41.0,0.0
2023-04-21,28,79,56,8,28079056_8_8,39.0,V,160701,5.317708333333334,27.619791666666664,4,4,48.0,1.13,44.0,0.0
2023-04-22,28,79,56,8,28079056_8_8,12.0,V,135677,3.829483695652174,22.11254528985507,4,5,39.0,1.17,61.0,7.2
2023-04-23,28,79,56,8,28079056_8_8,28.0,V,120976,3.3802083333333335,20.520833333333336,4,6,12.0,1.09,52.0,0.0
2023-04-24,28,79,56,8,28079056_8_8,24.0,V,154443,4.739583333333334,25.921875,4,0,28.0,1.04,52.0,0.0
2023-04-25,28,79,56,8,28079056_8_8,29.0,V,160412,5.367379385964912,26.86189692982456,4,1,24.0,0.9,49.0,0.0
2023-04-26,28,79,56,8,28079056_8_8,36.0,V,161683,5.413474462365592,27.317372311827956,4,2,29.0,1.0,42.0,0.0
2023-04-27,28,79,56,8,28079056_8_8,56.0,V,169321,5.604166666666667,28.177083333333336,4,3,36.0,0.88,39.0,0.0
2023-04-28,28,79,56,8,28079056_8_8,48.0,V,167615,5.119791666666666,28.052083333333336,4,4,56.0,0.85,40.0,0.0
2023-04-29,28,79,56,8,28079056_8_8,32.0,V,113884,2.78125,18.088541666666664,4,5,48.0,0.84,47.0,0.2
2023-04-30,28,79,56,8,28079056_8_8,17.0,V,87261,2.015625,13.890625,4,6,32.0,1.24,50.0,0.0
2023-05-01,28,79,56,8,28079056_8_8,16.0,V,78329,1.7447916666666667,12.395833333333332,5,0,17.0,1.13,43.0,0.0
2023-05-02,28,79,56,8,28079056_8_8,37.0,V,92764,2.125,14.770833333333332,5,1,16.0,0.79,35.0,0.0
2023-05-03,28,79,56,8,28079056_8_8,40.0,V,159175,4.898081140350877,26.358826754385966,5,2,37.0,1.09,37.0,0.0
2023-05-04,28,79,56,8,28079056_8_8,19.0,V,162085,5.4457236842105265,27.64594298245614,5,3,40.0,1.36,44.0,0.0
2023-05-05,28,79,56,8,28079056_8_8,36.0,V,165964,5.5659539473684205,28.104605263157893,5,4,19.0,0.92,42.0,0.0
2023-05-06,28,79,56,8,28079056_8_8,32.0,V,130338,3.1770833333333335,20.90625,5,5,36.0,1.03,38.0,0.0
2023-05-07,28,79,56,8,28079056_8_8,20.0,V,126611,3.0364583333333335,19.921875,5,6,32.0,1.03,42.0,0.0
2023-05-08,28,79,56,8,28079056_8_8,30.0,V,157416,4.99966755319149,26.524046985815602,5,0,20.0,1.02,44.0,0.0
2023-05-09,28,79,56,8,28079056_8_8,16.0,V,160550,5.552083333333333,26.994791666666664,5,1,30.0,1.12,43.0,0.0
2023-05-10,28,79,56,8,28079056_8_8,21.0,V,165471,5.932291666666667,28.307291666666664,5,2,16.0,1.28,45.0,0.0
2023-05-11,28,79,56,8,28079056_8_8,23.0,V,164920,5.526041666666667,28.010416666666664,5,3,21.0,1.6,45.0,0.0
2023-05-12,28,79,56,8,28079056_8_8,23.0,V,154644,5.125,26.734375,5,4,23.0,1.41,46.0,0.0
2023-05-13,28,79,56,8,28079056_8_8,20.0,V,119260,2.9166666666666665,19.203125,5,5,23.0,1.19,46.0,0.0
2023-05-14,28,79,56,8,28079056_8_8,21.0,V,94154,2.4137609649122806,15.549342105263158,5,6,20.0,1.05,48.0,1.6
2023-05-15,28,79,56,8,28079056_8_8,24.0,V,90118,2.2135416666666665,15.026041666666668,5,0,21.0,1.06,47.0,0.0
2023-05-16,28,79,56,8,28079056_8_8,26.0,V,148260,4.876344086021505,25.123823924731184,5,1,24.0,1.39,42.0,0.0
2023-05-17,28,79,56,8,28079056_8_8,23.0,V,156818,5.520606884057972,26.437952898550726,5,2,26.0,2.4,38.0,0.0
2023-05-18,28,79,56,8,28079056_8_8,25.0,V,164211,5.712635869565217,27.924592391304348,5,3,23.0,1.98,41.0,0.0
2023-05-19,28,79,56,8,28079056_8_8,28.0,V,166291,5.34375,28.427083333333332,5,4,25.0,1.67,41.0,0.0
2023-05-20,28,79,56,8,28079056_8_8,24.0,V,126071,3.296875,20.59375,5,5,28.0,1.37,43.0,0.0
2023-05-21,28,79,56,8,28079056_8_8,21.0,V,110468,2.8229166666666665,18.505208333333332,5,6,24.0,1.33,54.0,3.4
2023-05-22,28,79,56,8,28079056_8_8,36.0,V,144383,4.619791666666666,24.770833333333336,5,0,21.0,1.32,50.0,0.6
2023-05-23,28,79,56,8,28079056_8_8,29.0,V,154158,5.098958333333334,26.213541666666664,5,1,36.0,1.65,68.0,2.8
2023-05-24,28,79,56,8,28079056_8_8,34.0,V,167770,5.661458333333334,28.421875,5,2,29.0,1.27,65.0,0.4
2023-05-25,28,79,56,8,28079056_8_8,46.0,V,163973,5.364583333333333,27.755208333333332,5,3,34.0,1.07,67.0,4.5
2023-05-26,28,79,56,8,28079056_8_8,35.0,V,160847,5.401041666666666,27.854166666666668,5,4,46.0,1.29,83.0,21.3
2023-05-27,28,79,56,8,28079056_8_8,27.0,V,124788,3.1281702898550727,20.62998188405797,5,5,35.0,1.21,74.0,6.8
2023-05-28,28,79,56,8,28079056_8_8,29.0,V,112051,2.9010416666666665,18.536458333333336,5,6,27.0,0.81,85.0,7.9
2023-05-29,28,79,56,8,28079056_8_8,48.0,V,157540,4.895833333333333,26.427083333333336,5,0,29.0,0.91,80.0,9.0
2023-05-30,28,79,56,8,28079056_8_8,43.0,V,162383,5.265625,27.213541666666664,5,1,48.0,0.97,78.0,0.2
2023-05-31,28,79,56,8,28079056_8_8,32.0,V,142568,5.740625,25.316666666666666,5,2,43.0,0.95,68.0,0.0
2023-06-01,28,79,56,8,28079056_8_8,38.0,V,130947,9.98735119047619,34.54985119047619,6,3,32.0,1.13,69.0,5.9
2023-06-02,28,79,56,8,28079056_8_8,37.0,V,182148,6.6875,35.60677083333333,6,4,38.0,1.12,71.0,1.3
2023-06-03,28,79,56,8,28079056_8_8,28.0,V,140451,3.3125,22.234375,6,5,37.0,0.98,68.0,1.9
2023-06-04,28,79,56,8,28079056_8_8,27.0,V,126509,2.963541666666667,19.677083333333336,6,6,28.0,0.94,64.0,0.0
2023-06-05,28,79,56,8,28079056_8_8,45.0,V,162984,4.992424242424242,26.848011363636363,6,0,27.0,1.02,65.0,0.5
2023-06-06,28,79,56,8,28079056_8_8,64.0,V,161277,5.213541666666667,27.015625,6,1,45.0,0.96,60.0,0.0
2023-06-07,28,79,56,8,28079056_8_8,40.0,V,195163,6.18380376344086,31.099966397849464,6,2,64.0,1.13,81.0,5.6
2023-06-08,28,79,56,8,28079056_8_8,36.0,V,189410,5.776041666666666,30.473958333333336,6,3,40.0,0.99,86.0,3.1
2023-06-09,28,79,56,8,28079056_8_8,29.0,V,167055,4.854166666666666,27.546875,6,4,36.0,1.07,70.0,0.0
2023-06-10,28,79,56,8,28079056_8_8,20.0,V,141908,3.145833333333333,21.817708333333336,6,5,29.0,0.97,64.0,0.0
2023-06-11,28,79,56,8,28079056_8_8,22.0,V,131819,2.96875,20.151041666666664,6,6,20.0,1.0,53.0,0.0
2023-06-12,28,79,56,8,28079056_8_8,27.0,V,165747,4.890625,27.046875,6,0,22.0,1.01,54.0,0.0
2023-06-13,28,79,56,8,28079056_8_8,25.0,V,169152,5.166666666666666,27.802083333333336,6,1,27.0,1.09,62.0,1.2
2023-06-14,28,79,56,8,28079056_8_8,31.0,V,173287,5.385416666666667,28.739583333333332,6,2,25.0,0.86,54.0,0.0
2023-06-15,28,79,56,8,28079056_8_8,42.0,V,174165,5.513980263157895,28.781140350877195,6,3,31.0,0.92,48.0,0.0
2023-06-16,28,79,56,8,28079056_8_8,49.0,V,182389,5.515625,29.583333333333336,6,4,42.0,0.93,46.0,0.0
2023-06-17,28,79,56,8,28079056_8_8,42.0,V,141817,3.3802083333333335,22.088541666666664,6,5,49.0,1.1,49.0,0.0
2023-06-18,28,79,56,8,28079056_8_8,22.0,V,125639,2.828125,19.34375,6,6,42.0,1.11,51.0,0.0
2023-06-19,28,79,56,8,28079056_8_8,38.0,V,170319,4.96875,27.708333333333336,6,0,22.0,1.08,61.0,2.9
2023-06-20,28,79,56,8,28079056_8_8,25.0,V,180414,5.229166666666667,29.307291666666664,6,1,38.0,1.11,55.0,0.0
2023-06-21,28,79,56,8,28079056_8_8,34.0,V,181403,5.984375,29.713541666666668,6,2,25.0,0.95,59.0,4.2
2023-06-22,28,79,56,8,28079056_8_8,43.0,V,184434,5.848958333333333,30.338541666666664,6,3,34.0,0.92,65.0,0.0
2023-06-23,28,79,56,8,28079056_8_8,51.0,V,169845,5.473958333333334,28.286458333333336,6,4,43.0,0.0,52.0,0.0
2023-06-24,28,79,56,8,28079056_8_8,43.0,V,125632,3.0052083333333335,19.619791666666664,6,5,51.0,0.0,48.0,0.0
2023-06-25,28,79,56,8,28079056_8_8,39.0,V,112391,2.7291666666666665,17.661458333333336,6,6,43.0,0.0,44.0,0.0
2023-06-26,28,79,56,8,28079056_8_8,44.0,V,157331,4.78125,26.307291666666668,6,0,39.0,0.0,39.0,0.0
2023-06-27,28,79,56,8,28079056_8_8,39.0,V,162298,5.322916666666667,27.203125,6,1,44.0,0.0,45.0,0.0
2023-06-28,28,79,56,8,28079056_8_8,33.0,V,166526,5.526041666666667,27.885416666666664,6,2,39.0,0.0,44.0,0.0
2023-06-29,28,79,56,8,28079056_8_8,40.0,V,169646,5.026041666666667,27.958333333333336,6,3,33.0,0.0,40.0,0.0
2023-06-30,28,79,56,8,28079056_8_8,24.0,V,183966,5.484375,29.776041666666668,6,4,40.0,0.0,48.0,0.0
2023-07-01,28,79,56,8,28079056_8_8,23.0,V,131927,3.1614583333333335,20.744791666666664,7,5,24.0,0.0,46.0,0.0
2023-07-02,28,79,56,8,28079056_8_8,22.0,V,117807,2.65625,17.916666666666668,7,6,23.0,0.0,48.0,0.0
2023-07-03,28,79,56,8,28079056_8_8,26.0,V,154151,3.734375,24.614583333333336,7,0,22.0,0.0,44.0,0.0
2023-07-04,28,79,56,8,28079056_8_8,24.0,V,159428,4.214802631578947,25.48793859649123,7,1,26.0,0.0,42.0,0.0
2023-07-05,28,79,56,8,28079056_8_8,33.0,V,164595,4.5,26.15625,7,2,24.0,0.0,36.0,0.0
2023-07-06,28,79,56,8,28079056_8_8,33.0,V,166386,4.130208333333334,26.552083333333336,7,3,33.0,0.0,47.0,0.0
2023-07-07,28,79,56,8,28079056_8_8,35.0,V,154797,3.5833333333333335,24.895833333333332,7,4,33.0,0.0,48.0,0.0
2023-07-08,28,79,56,8,28079056_8_8,22.0,V,104838,2.2135416666666665,16.380208333333336,7,5,35.0,0.0,37.0,0.0
2023-07-09,28,79,56,8,28079056_8_8,30.0,V,97527,2.09375,15.161458333333332,7,6,22.0,0.0,37.0,0.0
2023-07-10,28,79,56,8,28079056_8_8,45.0,V,143876,3.489583333333333,23.338541666666668,7,0,30.0,0.0,36.0,0.0
2023-07-11,28,79,56,8,28079056_8_8,44.0,V,156170,3.8697916666666665,24.932291666666664,7,1,45.0,0.0,34.0,0.0
2023-07-12,28,79,56,8,28079056_8_8,39.0,V,154406,3.9375,25.197916666666664,7,2,44.0,0.0,36.0,0.0
2023-07-13,28,79,56,8,28079056_8_8,31.0,V,151307,3.9166666666666665,24.807291666666664,7,3,39.0,0.0,39.0,0.0
2023-07-14,28,79,56,8,28079056_8_8,36.0,V,143704,3.546875,23.421875,7,4,31.0,0.0,41.0,0.0
2023-07-15,28,79,56,8,28079056_8_8,15.0,V,106387,2.239583333333333,16.572916666666668,7,5,36.0,0.0,43.0,0.0
2023-07-16,28,79,56,8,28079056_8_8,22.0,V,89496,1.9375,14.057291666666668,7,6,15.0,0.0,38.0,0.0
2023-07-17,28,79,56,8,28079056_8_8,54.0,V,135494,3.3229166666666665,22.286458333333336,7,0,22.0,0.0,38.0,0.0
2023-07-18,28,79,56,8,28079056_8_8,43.0,V,145281,4.03125,23.880208333333332,7,1,54.0,0.0,36.0,0.0
2023-07-19,28,79,56,8,28079056_8_8,33.0,V,151407,3.838541666666667,24.630208333333332,7,2,43.0,0.0,32.0,0.0
2023-07-20,28,79,56,8,28079056_8_8,42.0,V,152278,3.723958333333333,24.8125,7,3,33.0,0.0,31.0,0.0
2023-07-21,28,79,56,8,28079056_8_8,20.0,V,145090,3.588541666666667,23.609375,7,4,42.0,0.0,38.0,0.0
2023-07-22,28,79,56,8,28079056_8_8,23.0,V,102251,2.21875,16.041666666666668,7,5,20.0,0.0,43.0,0.0
2023-07-23,28,79,56,8,28079056_8_8,36.0,V,104765,2.4270833333333335,16.46875,7,6,23.0,0.0,36.0,0.0
2023-07-24,28,79,56,8,28079056_8_8,24.0,V,138541,3.390625,22.479166666666668,7,0,36.0,0.0,37.0,0.0
2023-07-25,28,79,56,8,28079056_8_8,18.0,V,142037,3.447916666666667,22.963541666666664,7,1,24.0,1.08,38.0,0.0
2023-07-26,28,79,56,8,28079056_8_8,41.0,V,145879,3.5885416666666665,23.484375,7,2,18.0,1.06,39.0,0.0
2023-07-27,28,79,56,8,28079056_8_8,32.0,V,143073,3.552083333333333,23.354166666666668,7,3,41.0,1.28,40.0,0.0
